"Id","Subject","OwnerId","ActivityDate","CompletedDateTime","CreatedDate","Status","Number_of_days_overdue__c","Task_Category__c"
"00TOJ00000ibHGj2AM","R-CW(A) - Reed Donald  6C56LUT $11,099.72","005Hs00000CkhEXIAZ","2029-01-15","","2025-10-15T14:49:02.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibHGk2AM","R-CW(A) - Reed Donald  6C56LUT $11,099.72","005Hs00000CkhEXIAZ","2030-01-15","","2025-10-15T14:49:02.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibHSP2A2","R-CW(A) - Mathien, Thomas 6C56ZUT $2,644.89","005Hs00000CkhEXIAZ","","","2025-10-15T15:06:46.000Z","Open","","R-CW(A)"
"00TOJ00000ibHSQ2A2","R-CW(A) - Mathien, Thomas 6C56ZUT $2,644.89","005Hs00000CkhEXIAZ","2026-01-15","","2025-10-15T15:06:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibHSR2A2","R-CW(A) - Mathien, Thomas 6C56ZUT $2,644.89","005Hs00000CkhEXIAZ","2027-01-15","","2025-10-15T15:06:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibHSS2A2","R-CW(A) - Mathien, Thomas 6C56ZUT $2,644.89","005Hs00000CkhEXIAZ","2028-01-15","","2025-10-15T15:06:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibHST2A2","R-CW(A) - Mathien, Thomas 6C56ZUT $2,644.89","005Hs00000CkhEXIAZ","2029-01-15","","2025-10-15T15:06:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibHSU2A2","R-CW(A) - Mathien, Thomas 6C56ZUT $2,644.89","005Hs00000CkhEXIAZ","2030-01-15","","2025-10-15T15:06:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibJiO2AU","R-CW(A) Mathien, Julie 6C56ZDY $9,184.72 (20% WHT)","005Hs00000CkhEXIAZ","","","2025-10-15T15:02:25.000Z","Open","","R-CW(A)"
"00TOJ00000ibJiP2AU","R-CW(A) Mathien, Julie 6C56ZDY $9,184.72 (20% WHT)","005Hs00000CkhEXIAZ","2026-01-15","","2025-10-15T15:02:25.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibJiQ2AU","R-CW(A) Mathien, Julie 6C56ZDY $9,184.72 (20% WHT)","005Hs00000CkhEXIAZ","2027-01-15","","2025-10-15T15:02:25.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibJiR2AU","R-CW(A) Mathien, Julie 6C56ZDY $9,184.72 (20% WHT)","005Hs00000CkhEXIAZ","2028-01-15","","2025-10-15T15:02:25.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibJiS2AU","R-CW(A) Mathien, Julie 6C56ZDY $9,184.72 (20% WHT)","005Hs00000CkhEXIAZ","2029-01-15","","2025-10-15T15:02:25.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibJiT2AU","R-CW(A) Mathien, Julie 6C56ZDY $9,184.72 (20% WHT)","005Hs00000CkhEXIAZ","2030-01-15","","2025-10-15T15:02:25.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibOi42AE","R-CW(A) - Hay, Lorraine 6C56IDT  $54,398.92","005Hs00000CkhEXIAZ","","","2025-10-15T15:10:08.000Z","Open","","R-CW(A)"
"00TOJ00000ibOi52AE","R-CW(A) - Hay, Lorraine 6C56IDT  $54,398.92","005Hs00000CkhEXIAZ","2026-01-15","","2025-10-15T15:10:08.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibOi62AE","R-CW(A) - Hay, Lorraine 6C56IDT  $54,398.92","005Hs00000CkhEXIAZ","2027-01-15","","2025-10-15T15:10:08.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibOi72AE","R-CW(A) - Hay, Lorraine 6C56IDT  $54,398.92","005Hs00000CkhEXIAZ","2028-01-15","","2025-10-15T15:10:08.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibOi82AE","R-CW(A) - Hay, Lorraine 6C56IDT  $54,398.92","005Hs00000CkhEXIAZ","2029-01-15","","2025-10-15T15:10:08.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibOi92AE","R-CW(A) - Hay, Lorraine 6C56IDT  $54,398.92","005Hs00000CkhEXIAZ","2030-01-15","","2025-10-15T15:10:08.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibYEO2A2","R-CW(A)-ELMPAK MAHVASH-6C55S5T-$39,278.34","005Hs00000CkhEXIAZ","","","2025-10-15T15:18:22.000Z","Open","","R-CW(A)"
"00TOJ00000ibYEP2A2","R-CW(A)-ELMPAK MAHVASH-6C55S5T-$39,278.34","005Hs00000CkhEXIAZ","2026-03-15","","2025-10-15T15:18:22.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibYEQ2A2","R-CW(A)-ELMPAK MAHVASH-6C55S5T-$39,278.34","005Hs00000CkhEXIAZ","2027-03-15","","2025-10-15T15:18:22.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibYER2A2","R-CW(A)-ELMPAK MAHVASH-6C55S5T-$39,278.34","005Hs00000CkhEXIAZ","2028-03-15","","2025-10-15T15:18:22.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibYES2A2","R-CW(A)-ELMPAK MAHVASH-6C55S5T-$39,278.34","005Hs00000CkhEXIAZ","2029-03-15","","2025-10-15T15:18:22.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibYET2A2","R-CW(A)-ELMPAK MAHVASH-6C55S5T-$39,278.34","005Hs00000CkhEXIAZ","2030-03-15","","2025-10-15T15:18:22.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibZYb2AM","R-CW(A) - Janigan, Mary 36702020 $123,996.25","005Hs00000CkhEXIAZ","","","2025-10-15T15:15:56.000Z","Open","","R-CW(A)"
"00TOJ00000ibZYc2AM","R-CW(A) - Janigan, Mary 36702020 $123,996.25","005Hs00000CkhEXIAZ","2026-01-24","","2025-10-15T15:15:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibZYd2AM","R-CW(A) - Janigan, Mary 36702020 $123,996.25","005Hs00000CkhEXIAZ","2027-01-24","","2025-10-15T15:15:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibZYe2AM","R-CW(A) - Janigan, Mary 36702020 $123,996.25","005Hs00000CkhEXIAZ","2028-01-24","","2025-10-15T15:15:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibZYf2AM","R-CW(A) - Janigan, Mary 36702020 $123,996.25","005Hs00000CkhEXIAZ","2029-01-24","","2025-10-15T15:15:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibZYg2AM","R-CW(A) - Janigan, Mary 36702020 $123,996.25","005Hs00000CkhEXIAZ","2030-01-24","","2025-10-15T15:15:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibidT2AQ","R-CW(A) - Bayin, Anne  6C560RT RRIF  $16,043.07","005Hs00000CkhEXIAZ","","","2025-10-15T15:21:04.000Z","Open","","R-CW(A)"
"00TOJ00000ibidU2AQ","R-CW(A) - Bayin, Anne  6C560RT RRIF  $16,043.07","005Hs00000CkhEXIAZ","2026-06-15","","2025-10-15T15:21:05.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibidV2AQ","R-CW(A) - Bayin, Anne  6C560RT RRIF  $16,043.07","005Hs00000CkhEXIAZ","2027-06-15","","2025-10-15T15:21:05.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibidW2AQ","R-CW(A) - Bayin, Anne  6C560RT RRIF  $16,043.07","005Hs00000CkhEXIAZ","2028-06-15","","2025-10-15T15:21:05.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibidX2AQ","R-CW(A) - Bayin, Anne  6C560RT RRIF  $16,043.07","005Hs00000CkhEXIAZ","2029-06-15","","2025-10-15T15:21:05.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ibidY2AQ","R-CW(A) - Bayin, Anne  6C560RT RRIF  $16,043.07","005Hs00000CkhEXIAZ","2030-06-15","","2025-10-15T15:21:05.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ichHA2AY","Email: Your note insights are ready! TFSA Funding Review Meeting","005OJ00000CwzAfYAJ","2025-10-15","2025-10-15T16:32:42.000Z","2025-10-15T16:32:42.000Z","Completed","0.0",""
"00TOJ00000ics9J2AQ","Email: Your note insights are ready! RESP Account Review Meeting","005OJ00000CwzAfYAJ","2025-10-15","2025-10-15T16:35:55.000Z","2025-10-15T16:35:55.000Z","Completed","0.0",""
"00TOJ00000ideZ92AI","Email: Your note insights are ready! Client Update and Strategy","005OJ00000CwzAfYAJ","2025-10-15","2025-10-15T18:02:29.000Z","2025-10-15T18:02:29.000Z","Completed","0.0",""
"00TOJ00000if6hg2AA","R-CW(A) - Hillier, Suzanne 6C56MZT $24,979.02","005Hs00000CkhEXIAZ","","","2025-10-15T18:49:12.000Z","Open","","R-CW(A)"
"00TOJ00000if6hh2AA","R-CW(A) - Hillier, Suzanne 6C56MZT $24,979.02","005Hs00000CkhEXIAZ","2026-06-15","","2025-10-15T18:49:12.000Z","Open","0.0","R-CW(A)"
"00TOJ00000if6hi2AA","R-CW(A) - Hillier, Suzanne 6C56MZT $24,979.02","005Hs00000CkhEXIAZ","2027-06-15","","2025-10-15T18:49:12.000Z","Open","0.0","R-CW(A)"
"00TOJ00000if6hj2AA","R-CW(A) - Hillier, Suzanne 6C56MZT $24,979.02","005Hs00000CkhEXIAZ","2028-06-15","","2025-10-15T18:49:12.000Z","Open","0.0","R-CW(A)"
"00TOJ00000if6hk2AA","R-CW(A) - Hillier, Suzanne 6C56MZT $24,979.02","005Hs00000CkhEXIAZ","2029-06-15","","2025-10-15T18:49:12.000Z","Open","0.0","R-CW(A)"
"00TOJ00000if6hl2AA","R-CW(A) - Hillier, Suzanne 6C56MZT $24,979.02","005Hs00000CkhEXIAZ","2030-06-15","","2025-10-15T18:49:12.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifM9i2AE","R-CW(A)-Mcilroy, James-6C56GHT- $139,819.57","005Hs00000CkhEXIAZ","","","2025-10-15T18:53:56.000Z","Open","","R-CW(A)"
"00TOJ00000ifM9j2AE","R-CW(A)-Mcilroy, James-6C56GHT- $139,819.57","005Hs00000CkhEXIAZ","2026-06-25","","2025-10-15T18:53:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifM9k2AE","R-CW(A)-Mcilroy, James-6C56GHT- $139,819.57","005Hs00000CkhEXIAZ","2027-06-25","","2025-10-15T18:53:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifM9l2AE","R-CW(A)-Mcilroy, James-6C56GHT- $139,819.57","005Hs00000CkhEXIAZ","2028-06-25","","2025-10-15T18:53:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifM9m2AE","R-CW(A)-Mcilroy, James-6C56GHT- $139,819.57","005Hs00000CkhEXIAZ","2029-06-25","","2025-10-15T18:53:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifM9n2AE","R-CW(A)-Mcilroy, James-6C56GHT- $139,819.57","005Hs00000CkhEXIAZ","2030-06-25","","2025-10-15T18:53:56.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifVrM2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","","","2025-10-15T19:07:38.000Z","Open","","R-CW(A)"
"00TOJ00000ifVrN2AU","R-CW(A)-Mcgee, Dee-6C55H2A-$20,000 - Manual Processing","005Hs00000CkhEXIAZ","2025-11-24","2025-11-24T14:50:14.000Z","2025-10-15T19:07:38.000Z","Completed","0.0","R-CW(A)"
"00TOJ00000ifVrO2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2026-11-20","","2025-10-15T19:07:38.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifVrP2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2027-11-20","","2025-10-15T19:07:38.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifVrQ2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2028-11-20","","2025-10-15T19:07:38.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifVrR2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2029-11-20","","2025-10-15T19:07:38.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifVrS2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2030-11-20","","2025-10-15T19:07:38.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifW182AE","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","","","2025-10-15T19:24:54.000Z","Open","","R-CW(A)"
"00TOJ00000ifW1A2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2026-11-20","","2025-10-15T19:24:54.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifW1B2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2027-11-20","","2025-10-15T19:24:54.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifW1C2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2028-11-20","","2025-10-15T19:24:54.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifW1D2AU","R-CW(A) - Mcgee, Dee - 6C55H2A - $20,000","005Hs00000CkhEXIAZ","2029-11-20","","2025-10-15T19:24:54.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifZ0T2AU","Email: Your note insights are ready! iPhone Call Features Evaluation","005OJ00000CwzAfYAJ","2025-10-15","2025-10-15T19:01:27.000Z","2025-10-15T19:01:27.000Z","Completed","0.0",""
"00TOJ00000ifcO92AI","R-CW(A)-Hawkins,Lesley-6C55FWY $19,478.94","005Hs00000CkhEXIAZ","","","2025-10-15T19:03:49.000Z","Open","","R-CW(A)"
"00TOJ00000ifcOA2AY","R-CW(A)-Hawkins,Lesley-6C55FWY $19,478.94","005Hs00000CkhEXIAZ","2026-06-30","","2025-10-15T19:03:49.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifcOB2AY","R-CW(A)-Hawkins,Lesley-6C55FWY $19,478.94","005Hs00000CkhEXIAZ","2027-06-30","","2025-10-15T19:03:49.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifcOC2AY","R-CW(A)-Hawkins,Lesley-6C55FWY $19,478.94","005Hs00000CkhEXIAZ","2028-06-30","","2025-10-15T19:03:49.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifcOD2AY","R-CW(A)-Hawkins,Lesley-6C55FWY $19,478.94","005Hs00000CkhEXIAZ","2029-06-30","","2025-10-15T19:03:49.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifcOE2AY","R-CW(A)-Hawkins,Lesley-6C55FWY $19,478.94","005Hs00000CkhEXIAZ","2030-06-30","","2025-10-15T19:03:49.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifi0c2AA","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","","","2025-10-15T19:10:47.000Z","Open","","R-CW(A)"
"00TOJ00000ifi0d2AA","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2025-12-10","","2025-10-15T19:10:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifi0e2AA","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2026-12-10","","2025-10-15T19:10:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifi0f2AA","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2027-12-10","","2025-10-15T19:10:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifi0g2AA","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2028-12-10","","2025-10-15T19:10:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifi0h2AA","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2029-12-10","","2025-10-15T19:10:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifi0i2AA","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2030-12-10","","2025-10-15T19:10:47.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifrF72AI","R-CW(A)-Decter, Michael-36702959- $1,001,219.5","005Hs00000CkhEXIAZ","","","2025-10-15T19:12:23.000Z","Open","","R-CW(A)"
"00TOJ00000ifrF82AI","R-CW(A)-Decter, Michael-36702959- $1,001,219.5","005Hs00000CkhEXIAZ","2025-12-10","","2025-10-15T19:12:23.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifrF92AI","R-CW(A)-Decter, Michael-36702959- $1,001,219.5","005Hs00000CkhEXIAZ","2026-12-10","","2025-10-15T19:12:23.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifrFA2AY","R-CW(A)-Decter, Michael-36702959- $1,001,219.5","005Hs00000CkhEXIAZ","2027-12-10","","2025-10-15T19:12:23.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifrFB2AY","R-CW(A)-Decter, Michael-36702959- $1,001,219.5","005Hs00000CkhEXIAZ","2028-12-10","","2025-10-15T19:12:23.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifrFC2AY","R-CW(A)-Decter, Michael-36702959- $1,001,219.5","005Hs00000CkhEXIAZ","2029-12-10","","2025-10-15T19:12:23.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifrFD2AY","R-CW(A)-Decter, Michael-36702959- $1,001,219.5","005Hs00000CkhEXIAZ","2030-12-10","","2025-10-15T19:12:23.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifyje2AA","R-CW(A)-Bongaerts Duron, Melody-6C55N4T-$9,550.71","005Hs00000CkhEXIAZ","","","2025-10-15T19:22:10.000Z","Open","","R-CW(A)"
"00TOJ00000ifyjf2AA","R-CW(A)-Bongaerts Duron, Melody-6C55N4T-$9,550.71","005Hs00000CkhEXIAZ","2026-04-15","","2025-10-15T19:22:10.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifyjg2AA","R-CW(A)-Bongaerts Duron, Melody-6C55N4T-$9,550.71","005Hs00000CkhEXIAZ","2027-04-15","","2025-10-15T19:22:10.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifyjh2AA","R-CW(A)-Bongaerts Duron, Melody-6C55N4T-$9,550.71","005Hs00000CkhEXIAZ","2028-04-15","","2025-10-15T19:22:10.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifyji2AA","R-CW(A)-Bongaerts Duron, Melody-6C55N4T-$9,550.71","005Hs00000CkhEXIAZ","2029-04-15","","2025-10-15T19:22:10.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ifyjj2AA","R-CW(A)-Bongaerts Duron, Melody-6C55N4T-$9,550.71","005Hs00000CkhEXIAZ","2030-04-15","","2025-10-15T19:22:10.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ig2vO2AQ","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","","","2025-10-15T19:27:30.000Z","Open","","R-CW(A)"
"00TOJ00000ig2vP2AQ","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2025-12-10","","2025-10-15T19:27:30.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ig2vQ2AQ","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2026-12-10","","2025-10-15T19:27:30.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ig2vR2AQ","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2027-12-10","","2025-10-15T19:27:30.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ig2vS2AQ","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2028-12-10","","2025-10-15T19:27:30.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ig2vT2AQ","R-CW(A)-Decter, Michael-36790556- $61,384.7","005Hs00000CkhEXIAZ","2029-12-10","","2025-10-15T19:27:30.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igPS52AM","R-CW(A)-Decter, Michael-36702959- $1,001,219.50 (40% WHT)","005Hs00000CkhEXIAZ","","","2025-10-15T19:35:15.000Z","Open","","R-CW(A)"
"00TOJ00000igPS62AM","R-CW(A)-Decter, Michael-36702959- $1,001,219.50 (40% WHT)","005Hs00000CkhEXIAZ","2025-12-10","","2025-10-15T19:35:15.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igPS72AM","R-CW(A)-Decter, Michael-36702959- $1,001,219.50 (40% WHT)","005Hs00000CkhEXIAZ","2026-12-10","","2025-10-15T19:35:15.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igPS82AM","R-CW(A)-Decter, Michael-36702959- $1,001,219.50 (40% WHT)","005Hs00000CkhEXIAZ","2027-12-10","","2025-10-15T19:35:15.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igPS92AM","R-CW(A)-Decter, Michael-36702959- $1,001,219.50 (40% WHT)","005Hs00000CkhEXIAZ","2028-12-10","","2025-10-15T19:35:15.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igPSA2A2","R-CW(A)-Decter, Michael-36702959- $1,001,219.50 (40% WHT)","005Hs00000CkhEXIAZ","2029-12-10","","2025-10-15T19:35:15.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igQ9e2AE","R-CW(A) - Hodgson, John - 6C55SHT - $22,748.62 (25% WHT)","005Hs00000CkhEXIAZ","","","2025-10-15T19:36:51.000Z","Open","","R-CW(A)"
"00TOJ00000igQ9f2AE","R-CW(A) - Hodgson, John - 6C55SHT - $22,748.62 (25% WHT)","005Hs00000CkhEXIAZ","2026-01-01","","2025-10-15T19:36:52.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igQ9g2AE","R-CW(A) - Hodgson, John - 6C55SHT - $22,748.62 (25% WHT)","005Hs00000CkhEXIAZ","2027-01-01","","2025-10-15T19:36:52.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igQ9h2AE","R-CW(A) - Hodgson, John - 6C55SHT - $22,748.62 (25% WHT)","005Hs00000CkhEXIAZ","2028-01-01","","2025-10-15T19:36:52.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igQ9i2AE","R-CW(A) - Hodgson, John - 6C55SHT - $22,748.62 (25% WHT)","005Hs00000CkhEXIAZ","2029-01-01","","2025-10-15T19:36:52.000Z","Open","0.0","R-CW(A)"
"00TOJ00000igQ9j2AE","R-CW(A) - Hodgson, John - 6C55SHT - $22,748.62 (25% WHT)","005Hs00000CkhEXIAZ","2030-01-01","","2025-10-15T19:36:52.000Z","Open","0.0","R-CW(A)"
"00TOJ00000ilBV22AM","TRO-IAFRATE-36535469-4","005OJ00000CQRVVYA5","2025-09-24","2025-10-16T14:42:13.000Z","2025-10-16T14:42:13.000Z","Completed","22.0","TRO"
"00TOJ00000ilL9X2AU","RQ-Communication Summary Update","005OJ00000CQRVVYA5","2025-10-17","2025-10-29T15:13:30.000Z","2025-10-16T13:59:31.000Z","Completed","12.0","RQ"
"00TOJ00000ilO432AE","NEW - Wolfe in trust","005OJ00000CQRVVYA5","2025-09-23","2025-10-16T14:24:26.000Z","2025-10-16T14:22:53.000Z","Completed","23.0","NEW"
"00TOJ00000iliPL2AY","MC-76015775-KOSTANOFF- Fund 4 to HY","005OJ00000CQRVVYA5","2025-09-18","2025-10-16T14:35:53.000Z","2025-10-16T14:35:36.000Z","Completed","28.0","MC"
"00TOJ00000ilock2AA","MC-76015775-KOSTANOFF- Fund 4 to HY","005OJ00000CQRVVYA5","","2025-10-16T14:32:25.000Z","2025-10-16T14:32:25.000Z","Completed","","MC"
"00TOJ00000ilt2z2AA","NEW- Maison Roch Decter - LTD","005OJ00000CQRVVYA5","2025-12-01","2025-12-01T14:50:55.000Z","2025-10-16T14:37:32.000Z","Completed","0.0","NEW"
"00TOJ00000im0lx2AA","NEW - Genevieve Roch-Decter IPP","005OJ00000CQRVVYA5","2025-10-03","2025-10-29T15:07:07.000Z","2025-10-16T14:39:49.000Z","Completed","26.0","NEW"
"00TOJ00000imJVF2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","","","2025-10-16T14:56:16.000Z","Open","","R-CW(M)"
"00TOJ00000imJVG2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2025-11-13","2025-11-13T14:25:35.000Z","2025-10-16T14:56:16.000Z","Completed","0.0","R-CW(M)"
"00TOJ00000imJVH2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2025-12-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVI2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-01-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVJ2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-02-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVK2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-03-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVL2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-04-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVM2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-05-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVN2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-06-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVO2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-07-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVP2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-08-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVQ2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-09-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVR2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-10-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
"00TOJ00000imJVS2A2","R-CW(M)-Burge, Beverley 6C560QW  $5,000 MANUAL PROCESSING","005Hs00000CkhEXIAZ","2026-11-10","","2025-10-16T14:56:16.000Z","Open","0.0","R-CW(M)"
